,Time,VNE atom7 t_q = linear flat,VNE atom7 t_q = 8,VNE atom6 t_q = linear flat,VNE atom6 t_q = 8,VNE atom5 t_q = linear flat,VNE atom5 t_q = 8,VNE atom4 t_q = linear flat,VNE atom4 t_q = 8,VNE atom3 t_q = linear flat,VNE atom3 t_q = 8,VNE atom2 t_q = linear flat,VNE atom2 t_q = 8
228,0.228,0.054824716741719376,0.061567137541055084,0.0684920983550541,0.07656695297129586,0.0884197742592944,0.19059732185330952,0.0736427009109502,0.18462403278441847,0.08841977425929495,0.5411982404891104,0.06849209835505451,0.5368174141445938
229,0.229,0.055004821813545726,0.06207508955962995,0.06895765221475425,0.07745775010752673,0.08857364369737618,0.192658112848699,0.07402056601420051,0.1876690730056057,0.08857364369737662,0.5398614582088878,0.0689576522147549,0.5374835084967025
230,0.23,0.05530419498303828,0.06271054159805135,0.06949476214122485,0.07851866447609128,0.08880278294451463,0.19477939358477417,0.07447142665643963,0.19133111908663036,0.08880278294451538,0.5383513917673096,0.06949476214122452,0.5377751736050631
231,0.231,0.055721292724988186,0.06346875222005688,0.07008495710871859,0.07971025408518603,0.08910490546078653,0.1969425619510414,0.07497570252965406,0.19546163647128872,0.08910490546078671,0.536700182513602,0.0700849571087183,0.5377844860920713
232,0.232,0.05624801798587277,0.06433847254297902,0.07070838940761058,0.08098690797162177,0.08947377894514194,0.1991275505700152,0.07551052647984224,0.19988187394607632,0.08947377894514141,0.5349492319622097,0.07070838940761118,0.5376085798768009
233,0.233,0.05687029149227202,0.06530260103414054,0.07134527655077175,0.0823009187666646,0.08989954669263432,0.20131399919814574,0.07605209143685777,0.20440113090261708,0.08989954669263477,0.533147091129031,0.07134527655077182,0.5373327242102519
234,0.234,0.05756919723904144,0.06633938075563751,0.07197691722630335,0.08360597119032138,0.0903693794679721,0.20348240788987026,0.07657787959202736,0.20883426062116814,0.09036937946797231,0.5313465596992851,0.07197691722630378,0.537017898080994
235,0.23500000000000001,0.05832254639593906,0.06742398568546537,0.07258624023700541,0.08485972565111166,0.09086839526098879,0.20561516954129452,0.0770685244404764,0.2130164314093098,0.09086839526098893,0.5296012884921697,0.07258624023700516,0.536694670719333
236,0.23600000000000002,0.059106654100065485,0.06853029875744142,0.07315794004267058,0.08602538284859765,0.09138074800680594,0.20769740028079703,0.0775091260334892,0.21681385312297521,0.09138074800680564,0.5279622512529659,0.0731579400426705,0.5363639820096219
237,0.23700000000000002,0.0598981091284124,0.06963267306312272,0.07367833188084542,0.087072314996718,0.09189076683458977,0.20971751587983412,0.0778899289893775,0.22012990222027534,0.09189076683458995,0.5264744661771674,0.07367833188084505,0.536004125653483
238,0.23800000000000002,0.06067533617639869,0.07070748775619261,0.07413510987036465,0.0879760099425575,0.09238402691524367,0.2116675360677578,0.07820636756713145,0.22290673839964725,0.09238402691524393,0.5251743007121561,0.07413510987036508,0.5355821241586234
239,0.23900000000000002,0.06141979740015377,0.07173435499766585,0.07451720357610565,0.08871767292559607,0.09284824959803956,0.2135431301216777,0.07845856882258756,0.2251230431221833,0.09284824959803956,0.5240875941955885,0.0745172035761053,0.5350669593013759
240,0.24,0.062116743638424954,0.0726968942730655,0.0748148989020685,0.08928385408060323,0.09327395823771695,0.21534344121612617,0.07865047164961843,0.2267888958828882,0.09327395823771717,0.5232287014842434,0.07481489890206898,0.5344419032072336
241,0.241,0.0627554950116245,0.07358305527009618,0.07502032189038038,0.08966641638340633,0.09365485048132668,0.2170707407862591,0.07878875737887679,0.227939020629112,0.09365485048132594,0.5226004230133884,0.07502032189037985,0.5337134905806773
